retained,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,first_last_days_diff,created_first_days_diff,favday_Friday,favday_Monday,favday_Saturday,favday_Sunday,favday_Thursday,favday_Tuesday,favday_Wednesday,city_BLR,city_BOM,city_DEL,city_MAA,FS_ID,FS_time
1,36,0.0,0.0,72.37,0.0,0,0,0,0,-16,0,0,0,1,0,0,0,0,0,0,1,8535,1.662656837E9
0,0,0.0,0.0,48.27,0.0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,1,8536,1.662656837E9
0,0,0.0,0.0,83.63,0.100478469,1,0,0,209,-9,0,0,0,0,1,0,0,0,1,0,0,8537,1.662656837E9
0,12,41.66666667,16.66666667,76.07,0.02893617,0,1,0,1175,-203,0,1,0,0,0,0,0,0,0,1,0,8538,1.662656837E9
1,16,0.0,0.0,50.48,0.0,0,0,0,0,-179,0,0,0,0,1,0,0,0,1,0,0,8539,1.662656837E9
1,45,2.222222222,0.0,51.54,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8540,1.662656837E9
0,0,0.0,0.0,70.0,0.0,0,0,0,0,-77,0,0,0,0,0,1,0,0,0,0,1,8541,1.662656837E9
1,36,0.0,0.0,39.43,0.0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,1,8542,1.662656837E9
1,38,28.94736842,2.631578947,7.83,0.0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,8543,1.662656837E9
1,18,0.0,0.0,25.63,0.128571429,0,0,0,70,-471,0,0,0,0,1,0,0,0,0,1,0,8544,1.662656837E9
0,0,0.0,0.0,5.5,0.0,0,0,0,0,-3,0,0,0,0,0,1,0,0,1,0,0,8545,1.662656837E9
1,18,0.0,0.0,133.89,0.074074074,0,0,0,54,0,0,0,0,0,0,1,0,0,1,0,0,8546,1.662656837E9
1,39,38.46153846,0.0,30.66,0.0,0,0,0,0,-14,0,0,0,0,1,0,0,0,1,0,0,8547,1.662656837E9
1,34,17.64705882,0.0,52.25,0.0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,1,8548,1.662656837E9
1,47,0.0,0.0,71.34,0.066666667,0,0,0,210,-10,0,0,0,0,0,1,0,0,1,0,0,8549,1.662656837E9
1,45,4.444444444,0.0,53.88,0.0,1,0,0,0,-12,0,0,0,0,0,1,0,0,1,0,0,8550,1.662656837E9
0,9,11.11111111,11.11111111,88.65,0.142857143,0,0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,8551,1.662656837E9
1,16,0.0,0.0,124.99,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8552,1.662656837E9
0,3,66.66666667,33.33333333,51.77,0.25,0,0,0,8,-4,0,0,0,0,0,0,1,0,0,1,0,8553,1.662656837E9
0,0,0.0,0.0,52.82,0.0,0,0,0,0,-16,0,0,0,0,0,0,1,0,1,0,0,8554,1.662656837E9
0,0,0.0,0.0,54.55,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8555,1.662656837E9
0,0,0.0,0.0,45.57,0.003424658,0,0,0,584,-35,0,0,0,0,0,1,0,0,0,1,0,8556,1.662656837E9
0,0,0.0,0.0,76.25,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8557,1.662656837E9
0,0,0.0,0.0,115.57,0.042253521,0,0,0,142,-35,0,1,0,0,0,0,0,0,0,1,0,8558,1.662656837E9
0,0,0.0,0.0,56.8,0.0,0,0,0,0,-10,0,0,0,0,1,0,0,0,0,1,0,8559,1.662656837E9
0,0,0.0,0.0,54.96,0.0,0,0,0,0,-106,0,0,0,0,1,0,0,0,0,1,0,8560,1.662656837E9
1,41,19.51219512,4.87804878,41.31,0.058823529,0,1,0,34,-1122,0,1,0,0,0,0,0,0,1,0,0,8561,1.662656837E9
1,45,33.33333333,6.666666667,197.06,0.002340094,0,0,0,1282,-28,0,0,0,0,1,0,0,0,0,1,0,8562,1.662656837E9
1,36,0.0,0.0,91.05,0.0,0,0,0,0,-26,0,0,0,1,0,0,0,0,0,0,1,8563,1.662656837E9
1,45,2.222222222,0.0,54.25,0.0,0,0,0,0,-28,0,1,0,0,0,0,0,0,1,0,0,8564,1.662656837E9
1,18,0.0,0.0,14.93,0.030456853,0,0,0,197,-76,0,0,0,0,1,0,0,0,0,1,0,8565,1.662656837E9
1,43,30.23255814,9.302325581,77.91,0.008849558,0,0,0,791,0,0,0,0,0,0,0,1,0,0,1,0,8566,1.662656837E9
0,0,0.0,0.0,78.53,0.0,0,0,0,0,-56,0,0,0,0,0,0,1,0,1,0,0,8567,1.662656837E9
1,43,11.62790698,2.325581395,62.3,0.123214286,0,0,0,560,-287,0,1,0,0,0,0,0,0,0,1,0,8568,1.662656837E9
0,0,0.0,0.0,114.14,0.025,1,0,0,240,-2,1,0,0,0,0,0,0,0,0,1,0,8569,1.662656837E9
0,2,50.0,0.0,20.89,0.318181818,0,0,0,22,-133,0,0,0,0,1,0,0,0,0,1,0,8570,1.662656837E9
1,41,75.6097561,0.0,18.82,0.0,0,0,0,0,-33,0,0,0,0,0,1,0,0,1,0,0,8571,1.662656837E9
1,43,27.90697674,0.0,70.58,0.19047619,0,0,0,42,-47,0,1,0,0,0,0,0,0,1,0,0,8572,1.662656837E9
1,40,37.5,0.0,50.7,0.0,0,0,0,0,-36,0,0,0,0,0,1,0,0,1,0,0,8573,1.662656837E9
1,36,0.0,0.0,117.24,0.0,0,0,0,0,12,0,0,0,1,0,0,0,1,0,0,0,8574,1.662656837E9
1,42,50.0,2.380952381,78.74,0.023809524,0,0,0,546,-209,0,0,0,0,0,1,0,0,0,1,0,8575,1.662656837E9
1,44,15.90909091,0.0,51.01,0.0,0,0,0,0,-16,0,1,0,0,0,0,0,0,1,0,0,8576,1.662656837E9
1,45,8.888888889,4.444444444,66.06,0.25,0,0,0,8,-14,0,0,0,0,1,0,0,0,1,0,0,8577,1.662656837E9
1,16,0.0,0.0,100.57,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8578,1.662656837E9
1,42,16.66666667,2.380952381,94.95,0.0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,1,8579,1.662656837E9
0,0,0.0,0.0,62.99,0.058064516,0,0,0,155,-5,0,0,0,0,0,1,0,0,0,1,0,8580,1.662656837E9
1,16,0.0,0.0,50.24,0.0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,8581,1.662656837E9
1,16,0.0,0.0,35.31,0.333333333,0,0,0,6,-13,0,0,0,0,1,0,0,0,1,0,0,8582,1.662656837E9
1,47,10.63829787,0.0,217.16,0.1,0,0,0,100,-1,1,0,0,0,0,0,0,0,1,0,0,8583,1.662656837E9
0,5,60.0,0.0,66.14,0.4,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,8584,1.662656837E9
0,30,13.33333333,6.666666667,56.58,0.00812065,0,0,0,862,-13,0,1,0,0,0,0,0,0,0,1,0,8585,1.662656837E9
1,16,0.0,0.0,85.5,0.023255814,0,0,0,86,-43,0,0,0,0,1,0,0,0,0,1,0,8586,1.662656837E9
0,0,0.0,0.0,94.99,0.056994819,0,0,0,193,-10,0,1,0,0,0,0,0,0,0,1,0,8587,1.662656837E9
1,43,16.27906977,2.325581395,86.24,0.25,0,0,0,8,-1,0,1,0,0,0,0,0,0,0,1,0,8588,1.662656837E9
1,16,0.0,0.0,50.02,0.0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,8589,1.662656837E9
0,0,0.0,0.0,52.78,0.053571429,0,0,0,56,-29,0,1,0,0,0,0,0,0,1,0,0,8590,1.662656837E9
0,0,0.0,0.0,136.89,0.222222222,0,0,0,18,-156,1,0,0,0,0,0,0,0,1,0,0,8591,1.662656837E9
1,36,13.88888889,0.0,50.41,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8592,1.662656837E9
1,16,0.0,0.0,7.23,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8593,1.662656837E9
0,18,5.555555556,5.555555556,79.43,0.037974684,0,0,0,79,28,0,0,0,1,0,0,0,0,0,0,1,8594,1.662656837E9
0,0,0.0,0.0,17.8,0.037878788,0,0,0,132,-154,0,0,0,0,1,0,0,0,0,1,0,8595,1.662656837E9
1,16,0.0,0.0,21.0,0.0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,8596,1.662656837E9
0,3,66.66666667,33.33333333,77.44,0.00331785,0,0,0,1507,0,1,0,0,0,0,0,0,0,0,1,0,8597,1.662656837E9
1,46,17.39130435,6.52173913,38.25,0.033557047,0,0,0,149,-7,0,0,0,0,0,0,1,0,1,0,0,8598,1.662656837E9
1,35,17.14285714,11.42857143,51.05,0.0,1,0,0,0,-29,0,0,0,1,0,0,0,0,0,0,1,8599,1.662656837E9
1,42,80.95238095,23.80952381,71.16,0.00522466,0,0,0,957,-2,0,0,0,0,0,0,1,0,0,1,0,8600,1.662656837E9
1,34,2.941176471,0.0,53.59,0.333333333,0,0,0,6,-1,0,0,0,0,1,0,0,0,0,1,0,8601,1.662656837E9
1,44,4.545454545,0.0,45.06,0.125,1,0,0,32,-1,1,0,0,0,0,0,0,0,0,1,0,8602,1.662656837E9
0,0,0.0,0.0,44.53,0.333333333,0,0,0,6,39,0,0,0,1,0,0,0,0,0,0,1,8603,1.662656837E9
1,47,2.127659574,0.0,95.81,0.142857143,0,0,0,28,-3,0,0,0,0,0,1,0,0,0,1,0,8604,1.662656837E9
0,0,0.0,0.0,18.03,0.0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,8605,1.662656837E9
1,16,0.0,0.0,4.49,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8606,1.662656837E9
0,0,0.0,0.0,18.62,0.2,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,8607,1.662656837E9
1,31,80.64516129,6.451612903,206.58,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8608,1.662656837E9
1,22,4.545454545,0.0,50.82,0.142857143,0,0,0,14,-9,0,0,0,0,0,0,1,0,0,0,1,8609,1.662656837E9
0,0,0.0,0.0,96.48,0.036603221,0,0,0,683,-95,0,1,0,0,0,0,0,0,0,1,0,8610,1.662656837E9
0,0,0.0,0.0,111.69,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8611,1.662656837E9
1,16,0.0,0.0,25.0,0.0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,8612,1.662656837E9
1,44,6.818181818,0.0,124.67,0.009478673,0,0,0,211,0,0,0,0,0,1,0,0,0,1,0,0,8613,1.662656837E9
1,8,12.5,0.0,31.02,0.0,0,0,0,0,-676,0,0,0,0,0,0,1,0,1,0,0,8614,1.662656837E9
0,0,0.0,0.0,7.34,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8615,1.662656837E9
0,0,0.0,0.0,52.05,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8616,1.662656837E9
1,16,0.0,0.0,30.57,0.0,0,0,0,0,-4,0,0,0,0,0,0,1,0,0,1,0,8617,1.662656837E9
1,36,5.555555556,2.777777778,35.02,0.0,0,0,0,0,-885,1,0,0,0,0,0,0,0,0,1,0,8618,1.662656837E9
1,32,56.25,0.0,48.49,0.002727273,0,0,0,1100,-9,0,1,0,0,0,0,0,0,0,1,0,8619,1.662656837E9
1,47,4.255319149,0.0,87.55,0.022813688,0,0,0,526,0,0,0,0,0,0,1,0,0,0,1,0,8620,1.662656837E9
0,0,0.0,0.0,72.0,0.0,0,0,0,0,-2,1,0,0,0,0,0,0,0,1,0,0,8621,1.662656837E9
0,0,0.0,0.0,13.47,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8622,1.662656837E9
1,37,48.64864865,5.405405405,66.51,0.0,0,0,0,0,-183,0,1,0,0,0,0,0,0,1,0,0,8623,1.662656837E9
0,0,0.0,0.0,114.92,0.095238095,0,0,0,21,-1,0,0,0,0,0,0,1,0,1,0,0,8624,1.662656837E9
0,0,0.0,0.0,97.78,0.145833333,1,0,0,96,-2,0,1,0,0,0,0,0,0,1,0,0,8625,1.662656837E9
0,0,0.0,0.0,104.67,0.0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,1,8626,1.662656837E9
1,40,45.0,12.5,69.81,0.008908686,1,0,0,449,-430,1,0,0,0,0,0,0,0,0,1,0,8627,1.662656837E9
1,16,0.0,0.0,278.19,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8628,1.662656837E9
1,33,69.6969697,3.03030303,75.55,0.017699115,0,0,0,113,-19,0,1,0,0,0,0,0,0,1,0,0,8629,1.662656837E9
0,0,0.0,0.0,50.56,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8630,1.662656837E9
0,0,0.0,0.0,150.55,0.032967033,0,0,0,182,-14,0,1,0,0,0,0,0,0,1,0,0,8631,1.662656837E9
1,46,10.86956522,0.0,44.99,0.01984127,0,0,0,252,-56,1,0,0,0,0,0,0,0,1,0,0,8632,1.662656837E9
0,0,0.0,0.0,100.43,0.114130435,0,0,0,184,-63,0,1,0,0,0,0,0,0,1,0,0,8633,1.662656837E9
1,40,32.5,2.5,141.77,0.0,0,0,0,0,-76,0,0,0,0,1,0,0,0,1,0,0,8634,1.662656837E9
1,16,0.0,0.0,34.87,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8635,1.662656837E9
1,45,6.666666667,0.0,51.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8636,1.662656837E9
1,45,2.222222222,0.0,53.84,0.0,0,0,0,0,-216,0,0,0,0,0,1,0,0,0,1,0,8637,1.662656837E9
1,36,0.0,0.0,30.0,0.0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,1,8638,1.662656837E9
1,24,79.16666667,0.0,88.28,0.0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1,8639,1.662656837E9
0,0,0.0,0.0,89.26,0.0,1,0,0,0,-53,0,0,0,0,1,0,0,0,0,0,1,8640,1.662656837E9
0,0,0.0,0.0,59.59,0.0,0,0,0,0,-65,0,0,0,0,1,0,0,0,1,0,0,8641,1.662656837E9
1,45,0.0,0.0,48.05,0.051724138,1,0,0,58,-4,0,0,0,0,1,0,0,0,0,1,0,8642,1.662656837E9
0,0,0.0,0.0,87.51,0.0,0,0,0,0,-51,0,0,1,0,0,0,0,0,0,0,1,8643,1.662656837E9
1,16,0.0,0.0,38.65,0.006369427,0,0,0,314,0,1,0,0,0,0,0,0,0,0,1,0,8644,1.662656837E9
1,24,25.0,4.166666667,59.46,0.0,0,0,0,0,-4,0,0,0,0,0,1,0,0,1,0,0,8645,1.662656837E9
1,39,43.58974359,5.128205128,57.75,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8646,1.662656837E9
0,0,0.0,0.0,42.98,0.285714286,0,0,0,7,35,0,0,0,0,1,0,0,0,0,0,1,8647,1.662656837E9
1,45,0.0,0.0,83.6,0.0,0,0,0,0,-5,0,0,0,0,0,1,0,0,1,0,0,8648,1.662656837E9
0,0,0.0,0.0,117.66,0.011644833,1,0,0,687,-1,0,0,0,0,0,0,1,0,0,1,0,8649,1.662656837E9
0,0,0.0,0.0,128.37,0.016064257,0,0,0,249,-9,0,1,0,0,0,0,0,0,1,0,0,8650,1.662656837E9
1,44,50.0,2.272727273,122.23,0.181818182,0,0,0,22,-446,0,0,0,0,0,1,0,0,0,1,0,8651,1.662656837E9
1,18,0.0,0.0,86.52,0.037974684,0,0,0,158,-9,1,0,0,0,0,0,0,0,0,1,0,8652,1.662656837E9
1,16,0.0,0.0,52.35,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8653,1.662656837E9
1,40,77.5,17.5,44.34,0.002525253,0,0,0,792,0,0,0,0,0,1,0,0,0,1,0,0,8654,1.662656837E9
0,0,0.0,0.0,104.56,0.0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,8655,1.662656837E9
0,1,100.0,0.0,31.0,0.0,0,0,0,0,-835,0,0,0,0,0,1,0,0,0,0,1,8656,1.662656837E9
1,31,96.77419355,19.35483871,40.2,0.0,1,1,0,0,-224,0,0,0,0,1,0,0,0,1,0,0,8657,1.662656837E9
1,44,6.818181818,0.0,30.18,0.0,1,0,0,0,-15,0,0,0,0,0,1,0,0,1,0,0,8658,1.662656837E9
1,44,0.0,0.0,28.44,0.0,0,0,0,0,-1210,0,0,0,0,0,1,0,0,0,1,0,8659,1.662656837E9
1,45,0.0,0.0,56.22,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8660,1.662656837E9
0,7,42.85714286,0.0,143.54,0.137931034,1,0,0,29,-8,0,1,0,0,0,0,0,0,0,1,0,8661,1.662656837E9
0,0,0.0,0.0,51.18,0.035294118,0,0,0,85,-13,0,0,0,0,0,0,1,0,1,0,0,8662,1.662656837E9
1,42,11.9047619,4.761904762,66.29,0.0,1,0,0,0,-31,0,0,0,0,0,1,0,0,1,0,0,8663,1.662656837E9
0,0,0.0,0.0,8.19,0.0,0,0,0,0,-90,1,0,0,0,0,0,0,0,0,1,0,8664,1.662656837E9
1,49,26.53061224,8.163265306,185.77,0.01641791,1,0,0,670,-31,0,1,0,0,0,0,0,0,0,0,1,8665,1.662656837E9
0,0,0.0,0.0,46.13,0.0,0,0,0,0,-42,1,0,0,0,0,0,0,0,0,1,0,8666,1.662656837E9
1,26,100.0,3.846153846,54.04,0.0,1,0,0,0,-28,0,1,0,0,0,0,0,0,0,1,0,8667,1.662656837E9
0,0,0.0,0.0,56.03,0.072463768,0,0,0,69,-12,0,0,0,0,0,0,1,0,0,1,0,8668,1.662656837E9
0,32,21.875,0.0,40.0,0.0,0,1,0,0,-406,0,0,0,0,0,1,0,0,0,0,1,8669,1.662656837E9
1,38,50.0,5.263157895,54.63,0.0,0,0,0,0,-227,0,0,0,0,0,1,0,0,0,0,1,8670,1.662656837E9
0,0,0.0,0.0,74.57,0.16,0,0,0,50,-14,0,0,0,0,1,0,0,0,0,1,0,8671,1.662656837E9
0,0,0.0,0.0,80.42,0.036144578,0,0,0,83,5,0,0,0,1,0,0,0,0,0,0,1,8672,1.662656837E9
0,0,0.0,0.0,74.11,0.026829268,0,0,0,410,-59,0,0,0,0,0,0,1,0,0,1,0,8673,1.662656837E9
1,52,7.692307692,5.769230769,75.73,0.005025126,0,0,0,995,0,0,0,0,0,0,1,0,0,1,0,0,8674,1.662656837E9
1,36,0.0,0.0,68.55,0.0,0,0,0,0,-48,0,0,0,1,0,0,0,0,0,0,1,8675,1.662656837E9
1,16,0.0,0.0,55.13,0.0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,8676,1.662656837E9
1,50,10.0,4.0,83.26,0.00536193,0,0,0,373,-6,0,0,0,0,0,1,0,0,1,0,0,8677,1.662656837E9
1,40,40.0,15.0,98.16,0.125,1,0,0,16,-1427,0,0,0,0,0,1,0,0,0,1,0,8678,1.662656837E9
1,16,0.0,0.0,43.94,0.090909091,0,0,0,22,-2,0,0,0,0,1,0,0,0,0,1,0,8679,1.662656837E9
1,47,0.0,0.0,49.95,0.029350105,0,0,0,477,-73,1,0,0,0,0,0,0,0,0,1,0,8680,1.662656837E9
0,5,20.0,0.0,57.49,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8681,1.662656837E9
1,23,82.60869565,21.73913043,93.8,0.0,0,0,0,0,-140,0,0,0,0,0,0,1,0,0,0,1,8682,1.662656837E9
0,0,0.0,0.0,122.76,0.0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,1,0,8683,1.662656837E9
0,0,0.0,0.0,70.5,0.5,0,0,0,4,-3,0,0,0,0,0,1,0,0,0,1,0,8684,1.662656837E9
1,47,2.127659574,0.0,46.47,0.111111111,0,0,0,36,-312,0,0,0,0,0,0,1,0,1,0,0,8685,1.662656837E9
1,38,5.263157895,0.0,109.99,0.0,0,0,0,0,-523,0,0,0,0,1,0,0,0,0,1,0,8686,1.662656837E9
1,34,70.58823529,8.823529412,50.09,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8687,1.662656837E9
1,45,0.0,0.0,51.43,0.0,0,0,0,0,-6,0,1,0,0,0,0,0,0,1,0,0,8688,1.662656837E9
0,10,100.0,10.0,32.68,0.115384615,0,1,0,26,-482,0,0,0,0,0,1,0,0,1,0,0,8689,1.662656837E9
1,34,82.35294118,0.0,51.76,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8690,1.662656837E9
1,34,17.64705882,2.941176471,95.45,0.25,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,8691,1.662656837E9
0,0,0.0,0.0,81.43,0.08045977,1,0,0,87,0,0,0,0,0,1,0,0,0,0,1,0,8692,1.662656837E9
1,42,9.523809524,4.761904762,74.35,0.0,0,0,0,0,-184,0,0,0,0,1,0,0,0,1,0,0,8693,1.662656837E9
1,47,4.255319149,0.0,80.29,0.046511628,0,0,0,129,-59,0,0,0,0,0,1,0,0,0,1,0,8694,1.662656837E9
0,0,0.0,0.0,16.41,0.057803468,0,0,0,173,0,0,1,0,0,0,0,0,0,0,1,0,8695,1.662656837E9
0,0,0.0,0.0,76.8,0.0,0,0,0,0,-2,0,0,0,0,0,1,0,0,0,1,0,8696,1.662656837E9
0,0,0.0,0.0,27.08,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8697,1.662656837E9
0,0,0.0,0.0,37.97,0.0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,1,8698,1.662656837E9
0,0,0.0,0.0,41.98,0.003649635,0,0,0,548,0,0,0,0,0,1,0,0,0,0,1,0,8699,1.662656837E9
1,16,0.0,0.0,72.9,0.035087719,0,0,0,57,0,0,0,0,0,0,1,0,0,1,0,0,8700,1.662656837E9
1,36,11.11111111,2.777777778,62.1,0.0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,8701,1.662656837E9
1,47,0.0,0.0,85.73,0.008522727,0,0,0,704,-67,1,0,0,0,0,0,0,0,1,0,0,8702,1.662656837E9
1,44,11.36363636,2.272727273,53.96,0.040540541,1,0,0,222,-3,1,0,0,0,0,0,0,0,1,0,0,8703,1.662656837E9
1,16,0.0,0.0,28.93,0.024390244,0,0,0,82,-9,1,0,0,0,0,0,0,0,0,1,0,8704,1.662656837E9
0,5,40.0,0.0,123.49,0.0,1,0,0,0,-3,0,1,0,0,0,0,0,0,1,0,0,8705,1.662656837E9
1,37,0.0,0.0,31.02,0.0,1,0,0,0,-509,0,0,0,0,0,1,0,0,1,0,0,8706,1.662656837E9
1,33,45.45454545,3.03030303,94.86,0.103448276,0,0,0,29,-421,0,0,1,0,0,0,0,0,0,0,1,8707,1.662656837E9
0,0,0.0,0.0,25.61,0.0,0,0,0,0,-43,0,0,0,0,0,1,0,0,0,1,0,8708,1.662656837E9
1,45,0.0,0.0,38.95,0.0,1,0,0,0,-17,0,0,0,0,1,0,0,0,1,0,0,8709,1.662656837E9
1,46,0.0,0.0,40.02,0.0,0,1,0,0,-402,0,1,0,0,0,0,0,0,1,0,0,8710,1.662656837E9
1,45,0.0,0.0,78.07,0.0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,8711,1.662656837E9
1,44,6.818181818,0.0,96.11,0.031746032,0,0,0,63,-36,0,0,0,0,0,1,0,0,1,0,0,8712,1.662656837E9
0,0,0.0,0.0,57.03,0.057142857,0,0,0,385,-34,0,0,0,0,0,0,1,0,0,1,0,8713,1.662656837E9
1,33,84.84848485,0.0,111.48,0.00462963,0,0,0,432,0,0,0,0,0,1,0,0,0,1,0,0,8714,1.662656837E9
0,0,0.0,0.0,17.73,0.142857143,1,0,0,14,-154,0,0,0,0,0,0,1,0,0,1,0,8715,1.662656837E9
1,32,50.0,0.0,41.8,0.090909091,0,0,0,44,26,0,0,0,1,0,0,0,1,0,0,0,8716,1.662656837E9
1,38,21.05263158,0.0,32.96,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8717,1.662656837E9
0,34,5.882352941,0.0,61.66,0.0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,8718,1.662656837E9
1,41,19.51219512,0.0,45.45,0.083333333,0,0,0,36,-6,0,0,0,0,1,0,0,0,0,0,1,8719,1.662656837E9
1,16,0.0,0.0,24.09,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8720,1.662656837E9
1,16,0.0,0.0,61.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8721,1.662656837E9
1,16,0.0,0.0,70.03,0.0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,1,0,8722,1.662656837E9
1,16,0.0,0.0,50.99,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8723,1.662656837E9
0,0,0.0,0.0,58.06,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8724,1.662656837E9
1,47,0.0,0.0,31.19,0.065217391,0,0,0,92,0,0,0,0,0,0,0,1,0,1,0,0,8725,1.662656837E9
0,0,0.0,0.0,96.25,0.0,0,0,0,0,-26,1,0,0,0,0,0,0,0,0,1,0,8726,1.662656837E9
0,0,0.0,0.0,40.3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8727,1.662656837E9
1,46,6.52173913,0.0,102.9,0.0,0,0,0,0,-21,0,1,0,0,0,0,0,0,0,1,0,8728,1.662656837E9
0,0,0.0,0.0,45.14,0.0,0,0,0,0,-1031,0,0,0,0,0,1,0,0,1,0,0,8729,1.662656837E9
1,45,8.888888889,0.0,47.55,0.0,0,0,0,0,-34,0,1,0,0,0,0,0,0,0,1,0,8730,1.662656837E9
0,0,0.0,0.0,178.6,0.006791171,0,0,0,589,0,0,1,0,0,0,0,0,0,1,0,0,8731,1.662656837E9
1,48,2.083333333,2.083333333,48.16,0.008547009,0,0,0,1287,-551,0,1,0,0,0,0,0,0,0,1,0,8732,1.662656837E9
1,40,7.5,5.0,52.16,0.0,0,0,0,0,-168,0,1,0,0,0,0,0,0,1,0,0,8733,1.662656837E9
1,45,6.666666667,0.0,53.84,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8734,1.662656837E9
1,42,23.80952381,0.0,65.78,0.0,0,0,0,0,-7,0,0,0,0,0,0,1,0,0,1,0,8735,1.662656837E9
1,34,5.882352941,5.882352941,63.91,0.153846154,0,0,0,13,12,0,0,0,1,0,0,0,0,0,0,1,8736,1.662656837E9
0,0,0.0,0.0,49.72,0.008888889,0,0,0,225,0,0,1,0,0,0,0,0,0,0,1,0,8737,1.662656837E9
1,34,14.70588235,0.0,99.71,0.0,0,0,0,0,-2,0,0,0,1,0,0,0,0,0,0,1,8738,1.662656837E9
1,46,32.60869565,13.04347826,76.03,0.006015038,0,0,0,665,-128,0,0,0,0,0,0,1,0,1,0,0,8739,1.662656837E9
1,31,100.0,0.0,50.93,0.0,0,0,0,0,-18,0,0,0,0,0,0,1,0,0,1,0,8740,1.662656837E9
0,0,0.0,0.0,115.61,0.125,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,8741,1.662656837E9
1,18,0.0,0.0,87.66,0.0,0,0,0,0,-141,0,0,0,0,0,0,1,0,0,1,0,8742,1.662656837E9
1,41,34.14634146,7.317073171,105.34,0.042748092,0,0,0,655,-185,0,0,0,0,0,1,0,0,0,1,0,8743,1.662656837E9
0,0,0.0,0.0,51.4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8744,1.662656837E9
1,38,26.31578947,2.631578947,44.47,0.103448276,0,0,0,29,0,0,1,0,0,0,0,0,0,1,0,0,8745,1.662656837E9
